arrived_at,num_prefill_tokens,num_decode_tokens,block_hash_ids,block_size
108.0,1661,93,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 160672, 160673, 160674, 160675, 160676, 160677, 160678, 160679, 160680, 160681, 160682, 160683, 160684, 160685, 160686, 160687, 160688, 160689, 160690, 160691, 160692, 160693, 160694, 160695, 160696, 160697, 160698, 160699, 160700, 160701, 160702, 160703, 252704, 252705, 252706, 252707, 252708, 252709, 252710, 252711, 252712, 252713, 252714, 252715, 252716, 252717, 252718, 252719, 252720, 252721, 252722, 252723, 252724, 252725, 252726, 252727, 252728, 252729, 252730, 252731, 252732, 252733, 252734, 252735, 1099511629382, 1099511629383, 1099511629384, 1099511629385, 1099511629386, 1099511629387, 1099511629388, 1125900231901287, 1125900231901288, 1125900231901289, 1125900231901290, 1125900231901291, 1125900231901292]",16
111.0,1479,41,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 256448, 256449, 256450, 256451, 256452, 256453, 256454, 256455, 256456, 256457, 256458, 256459, 256460, 256461, 256462, 256463, 256464, 256465, 256466, 256467, 256468, 256469, 256470, 256471, 256472, 256473, 256474, 256475, 256476, 256477, 256478, 256479, 1099511629389, 1099511629390, 1099511629391, 1099511629392, 1099511629393, 1099511629394, 1099511629395, 1099511629396, 1099511629397, 1099511629398, 1099511629399, 1099511629400, 1099511629401, 1099511629402, 1099511629403, 1099511629404, 1099511629405, 1099511629406, 1099511629407, 1099511629408, 1099511629409, 1099511629410, 1099511629411, 1099511629412, 1099511629413, 1099511629414, 1099511629415, 1099511629416, 1125900239241308, 1125900239241309, 1125900239241310]",16
111.0,1060,60,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 257376, 257377, 257378, 257379, 257380, 257381, 257382, 257383, 257384, 257385, 257386, 257387, 257388, 257389, 257390, 257391, 257392, 257393, 257394, 257395, 257396, 257397, 257398, 257399, 257400, 257401, 257402, 257403, 257404, 257405, 257406, 257407, 1099511629417, 1099511629418, 1125900241338434, 1125900241338435, 1125900241338436, 1125900241338437]",16
117.0,900,200,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 1099511629419, 1099511629420, 1099511629421, 1099511629422, 1099511629423, 1099511629424, 1099511629425, 1099511629426, 1099511629427, 1099511629428, 1099511629429, 1099511629430, 1099511629431, 1099511629432, 1099511629433, 1099511629434, 1099511629435, 1099511629436, 1099511629437, 1099511629438, 1099511629439, 1099511629440, 1099511629441, 1099511629442, 1125900257067064, 1125900257067065, 1125900257067066, 1125900257067067, 1125900257067068, 1125900257067069, 1125900257067070, 1125900257067071, 1125900257067072, 1125900257067073, 1125900257067074, 1125900257067075]",16
117.0,1216,384,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 273696, 273697, 273698, 273699, 273700, 273701, 273702, 273703, 273704, 273705, 273706, 273707, 273708, 273709, 273710, 273711, 273712, 273713, 273714, 273715, 273716, 273717, 273718, 273719, 273720, 273721, 273722, 273723, 273724, 273725, 273726, 273727, 1099511629443, 1099511629444, 1099511629445, 1099511629446, 1099511629447, 1099511629448, 1099511629449, 1099511629450, 1099511629451, 1099511629452, 1099511629453, 1099511629454, 1125900258115660, 1125900258115661, 1125900258115662, 1125900258115663, 1125900258115664, 1125900258115665, 1125900258115666, 1125900258115667, 1125900258115668, 1125900258115669, 1125900258115670, 1125900258115671, 1125900258115672, 1125900258115673, 1125900258115674, 1125900258115675, 1125900258115676, 1125900258115677, 1125900258115678, 1125900258115679, 1125900258115680, 1125900258115681, 1125900258115682, 1125900258115683]",16
117.0,1888,407,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 275520, 275521, 275522, 275523, 275524, 275525, 275526, 275527, 275528, 275529, 275530, 275531, 275532, 275533, 275534, 275535, 275536, 275537, 275538, 275539, 275540, 275541, 275542, 275543, 275544, 275545, 275546, 275547, 275548, 275549, 275550, 275551, 275552, 275553, 275554, 275555, 275556, 275557, 275558, 275559, 275560, 275561, 275562, 275563, 275564, 275565, 275566, 275567, 275568, 275569, 275570, 275571, 275572, 275573, 275574, 275575, 275576, 275577, 275578, 275579, 275580, 275581, 275582, 275583, 1099511629455, 1099511629456, 1099511629457, 1099511629458, 1099511629459, 1099511629460, 1099511629461, 1099511629462, 1099511629463, 1099511629464, 1099511629465, 1099511629466, 1099511629467, 1099511629468, 1099511629469, 1099511629470, 1099511629471, 1099511629472, 1099511629473, 1099511629474, 1099511629475, 1099511629476, 1125900260212854, 1125900260212855, 1125900260212856, 1125900260212857, 1125900260212858, 1125900260212859, 1125900260212860, 1125900260212861, 1125900260212862, 1125900260212863, 1125900260212864, 1125900260212865, 1125900260212866, 1125900260212867, 1125900260212868, 1125900260212869, 1125900260212870, 1125900260212871, 1125900260212872, 1125900260212873, 1125900260212874, 1125900260212875, 1125900260212876, 1125900260212877, 1125900260212878]",16
117.0,1434,90,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 212000, 212001, 212002, 212003, 212004, 212005, 212006, 212007, 212008, 212009, 212010, 212011, 212012, 212013, 212014, 212015, 212016, 212017, 212018, 212019, 212020, 212021, 212022, 212023, 212024, 212025, 212026, 212027, 212028, 212029, 212030, 212031, 1099511629477, 1099511629478, 1099511629479, 1099511629480, 1099511629481, 1099511629482, 1099511629483, 1099511629484, 1099511629485, 1099511629486, 1099511629487, 1099511629488, 1099511629489, 1099511629490, 1099511629491, 1099511629492, 1099511629493, 1099511629494, 1099511629495, 1099511629496, 1099511629497, 1099511629498, 1099511629499, 1099511629500, 1099511629501, 1125900261261401, 1125900261261402, 1125900261261403, 1125900261261404, 1125900261261405, 1125900261261406]",16
120.0,3808,16,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 275648, 275649, 275650, 275651, 275652, 275653, 275654, 275655, 275656, 275657, 275658, 275659, 275660, 275661, 275662, 275663, 275664, 275665, 275666, 275667, 275668, 275669, 275670, 275671, 275672, 275673, 275674, 275675, 275676, 275677, 275678, 275679, 275680, 275681, 275682, 275683, 275684, 275685, 275686, 275687, 275688, 275689, 275690, 275691, 275692, 275693, 275694, 275695, 275696, 275697, 275698, 275699, 275700, 275701, 275702, 275703, 275704, 275705, 275706, 275707, 275708, 275709, 275710, 275711, 275712, 275713, 275714, 275715, 275716, 275717, 275718, 275719, 275720, 275721, 275722, 275723, 275724, 275725, 275726, 275727, 275728, 275729, 275730, 275731, 275732, 275733, 275734, 275735, 275736, 275737, 275738, 275739, 275740, 275741, 275742, 275743, 275744, 275745, 275746, 275747, 275748, 275749, 275750, 275751, 275752, 275753, 275754, 275755, 275756, 275757, 275758, 275759, 275760, 275761, 275762, 275763, 275764, 275765, 275766, 275767, 275768, 275769, 275770, 275771, 275772, 275773, 275774, 275775, 275776, 275777, 275778, 275779, 275780, 275781, 275782, 275783, 275784, 275785, 275786, 275787, 275788, 275789, 275790, 275791, 275792, 275793, 275794, 275795, 275796, 275797, 275798, 275799, 275800, 275801, 275802, 275803, 275804, 275805, 275806, 275807, 275808, 275809, 275810, 275811, 275812, 275813, 275814, 275815, 275816, 275817, 275818, 275819, 275820, 275821, 275822, 275823, 275824, 275825, 275826, 275827, 275828, 275829, 275830, 275831, 275832, 275833, 275834, 275835, 275836, 275837, 275838, 275839, 1099511629502, 1099511629503, 1099511629504, 1099511629505, 1099511629506, 1099511629507, 1099511629508, 1099511629509, 1099511629510, 1099511629511, 1099511629512, 1099511629513, 1099511629514, 1099511629515, 1125900262310126]",16
120.0,894,349,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 1099511629516, 1099511629517, 1099511629518, 1099511629519, 1099511629520, 1099511629521, 1099511629522, 1099511629523, 1099511629524, 1099511629525, 1099511629526, 1099511629527, 1099511629528, 1099511629529, 1099511629530, 1099511629531, 1099511629532, 1099511629533, 1099511629534, 1099511629535, 1099511629536, 1099511629537, 1099511629538, 1125900263358519, 1125900263358520, 1125900263358521, 1125900263358522, 1125900263358523, 1125900263358524, 1125900263358525, 1125900263358526, 1125900263358527, 1125900263358528, 1125900263358529, 1125900263358530, 1125900263358531, 1125900263358532, 1125900263358533, 1125900263358534, 1125900263358535, 1125900263358536, 1125900263358537, 1125900263358538, 1125900263358539, 1125900263358540]",16
120.0,896,354,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 1099511629539, 1099511629540, 1099511629541, 1099511629542, 1099511629543, 1099511629544, 1099511629545, 1099511629546, 1099511629547, 1099511629548, 1099511629549, 1099511629550, 1099511629551, 1099511629552, 1099511629553, 1099511629554, 1099511629555, 1099511629556, 1099511629557, 1099511629558, 1099511629559, 1099511629560, 1099511629561, 1099511629562, 1125900267552824, 1125900267552825, 1125900267552826, 1125900267552827, 1125900267552828, 1125900267552829, 1125900267552830, 1125900267552831, 1125900267552832, 1125900267552833, 1125900267552834, 1125900267552835, 1125900267552836, 1125900267552837, 1125900267552838, 1125900267552839, 1125900267552840, 1125900267552841, 1125900267552842, 1125900267552843, 1125900267552844, 1125900267552845]",16
120.0,895,301,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 1099511629563, 1099511629564, 1099511629565, 1099511629566, 1099511629567, 1099511629568, 1099511629569, 1099511629570, 1099511629571, 1099511629572, 1099511629573, 1099511629574, 1099511629575, 1099511629576, 1099511629577, 1099511629578, 1099511629579, 1099511629580, 1099511629581, 1099511629582, 1099511629583, 1099511629584, 1099511629585, 1125900268601399, 1125900268601400, 1125900268601401, 1125900268601402, 1125900268601403, 1125900268601404, 1125900268601405, 1125900268601406, 1125900268601407, 1125900268601408, 1125900268601409, 1125900268601410, 1125900268601411, 1125900268601412, 1125900268601413, 1125900268601414, 1125900268601415, 1125900268601416, 1125900268601417]",16
123.0,1176,401,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 277056, 277057, 277058, 277059, 277060, 277061, 277062, 277063, 277064, 277065, 277066, 277067, 277068, 277069, 277070, 277071, 277072, 277073, 277074, 277075, 277076, 277077, 277078, 277079, 277080, 277081, 277082, 277083, 277084, 277085, 277086, 277087, 1099511629586, 1099511629587, 1099511629588, 1099511629589, 1099511629590, 1099511629591, 1099511629592, 1099511629593, 1099511629594, 1125900270698569, 1125900270698570, 1125900270698571, 1125900270698572, 1125900270698573, 1125900270698574, 1125900270698575, 1125900270698576, 1125900270698577, 1125900270698578, 1125900270698579, 1125900270698580, 1125900270698581, 1125900270698582, 1125900270698583, 1125900270698584, 1125900270698585, 1125900270698586, 1125900270698587, 1125900270698588, 1125900270698589, 1125900270698590, 1125900270698591, 1125900270698592, 1125900270698593]",16
123.0,1412,369,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 277120, 277121, 277122, 277123, 277124, 277125, 277126, 277127, 277128, 277129, 277130, 277131, 277132, 277133, 277134, 277135, 277136, 277137, 277138, 277139, 277140, 277141, 277142, 277143, 277144, 277145, 277146, 277147, 277148, 277149, 277150, 277151, 1099511629595, 1099511629596, 1099511629597, 1099511629598, 1099511629599, 1099511629600, 1099511629601, 1099511629602, 1099511629603, 1099511629604, 1099511629605, 1099511629606, 1099511629607, 1099511629608, 1099511629609, 1099511629610, 1099511629611, 1099511629612, 1099511629613, 1099511629614, 1099511629615, 1099511629616, 1099511629617, 1099511629618, 1125900271747160, 1125900271747161, 1125900271747162, 1125900271747163, 1125900271747164, 1125900271747165, 1125900271747166, 1125900271747167, 1125900271747168, 1125900271747169, 1125900271747170, 1125900271747171, 1125900271747172, 1125900271747173, 1125900271747174, 1125900271747175, 1125900271747176, 1125900271747177, 1125900271747178, 1125900271747179, 1125900271747180, 1125900271747181, 1125900271747182]",16
125.999,1008,39,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 1099511629619, 1099511629620, 1099511629621, 1099511629622, 1099511629623, 1099511629624, 1099511629625, 1099511629626, 1099511629627, 1099511629628, 1099511629629, 1099511629630, 1099511629631, 1099511629632, 1099511629633, 1099511629634, 1099511629635, 1099511629636, 1099511629637, 1099511629638, 1099511629639, 1099511629640, 1099511629641, 1099511629642, 1099511629643, 1099511629644, 1099511629645, 1099511629646, 1099511629647, 1099511629648, 1099511629649, 1125900282232895, 1125900282232896]",16
131.999,1318,314,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 292576, 292577, 292578, 292579, 292580, 292581, 292582, 292583, 292584, 292585, 292586, 292587, 292588, 292589, 292590, 292591, 292592, 292593, 292594, 292595, 292596, 292597, 292598, 292599, 292600, 292601, 292602, 292603, 292604, 292605, 292606, 292607, 1099511629650, 1099511629651, 1099511629652, 1099511629653, 1099511629654, 1099511629655, 1099511629656, 1099511629657, 1099511629658, 1099511629659, 1099511629660, 1099511629661, 1099511629662, 1099511629663, 1099511629664, 1099511629665, 1099511629666, 1099511629667, 1125900290621522, 1125900290621523, 1125900290621524, 1125900290621525, 1125900290621526, 1125900290621527, 1125900290621528, 1125900290621529, 1125900290621530, 1125900290621531, 1125900290621532, 1125900290621533, 1125900290621534, 1125900290621535, 1125900290621536, 1125900290621537, 1125900290621538, 1125900290621539, 1125900290621540, 1125900290621541]",16
131.999,1000,125,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 1099511629668, 1099511629669, 1099511629670, 1099511629671, 1099511629672, 1099511629673, 1099511629674, 1099511629675, 1099511629676, 1099511629677, 1099511629678, 1099511629679, 1099511629680, 1099511629681, 1099511629682, 1099511629683, 1099511629684, 1099511629685, 1099511629686, 1099511629687, 1099511629688, 1099511629689, 1099511629690, 1099511629691, 1099511629692, 1099511629693, 1099511629694, 1099511629695, 1099511629696, 1099511629697, 1125900295864382, 1125900295864383, 1125900295864384, 1125900295864385, 1125900295864386, 1125900295864387, 1125900295864388, 1125900295864389]",16
131.999,2533,241,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 294944, 294945, 294946, 294947, 294948, 294949, 294950, 294951, 294952, 294953, 294954, 294955, 294956, 294957, 294958, 294959, 294960, 294961, 294962, 294963, 294964, 294965, 294966, 294967, 294968, 294969, 294970, 294971, 294972, 294973, 294974, 294975, 294976, 294977, 294978, 294979, 294980, 294981, 294982, 294983, 294984, 294985, 294986, 294987, 294988, 294989, 294990, 294991, 294992, 294993, 294994, 294995, 294996, 294997, 294998, 294999, 295000, 295001, 295002, 295003, 295004, 295005, 295006, 295007, 295008, 295009, 295010, 295011, 295012, 295013, 295014, 295015, 295016, 295017, 295018, 295019, 295020, 295021, 295022, 295023, 295024, 295025, 295026, 295027, 295028, 295029, 295030, 295031, 295032, 295033, 295034, 295035, 295036, 295037, 295038, 295039, 1099511629698, 1099511629699, 1099511629700, 1099511629701, 1099511629702, 1099511629703, 1099511629704, 1099511629705, 1099511629706, 1099511629707, 1099511629708, 1099511629709, 1099511629710, 1099511629711, 1099511629712, 1099511629713, 1099511629714, 1099511629715, 1099511629716, 1099511629717, 1099511629718, 1099511629719, 1099511629720, 1099511629721, 1099511629722, 1099511629723, 1099511629724, 1099511629725, 1099511629726, 1099511629727, 1125900297961630, 1125900297961631, 1125900297961632, 1125900297961633, 1125900297961634, 1125900297961635, 1125900297961636, 1125900297961637, 1125900297961638, 1125900297961639, 1125900297961640, 1125900297961641, 1125900297961642, 1125900297961643, 1125900297961644]",16
131.999,915,506,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 1099511629728, 1099511629729, 1099511629730, 1099511629731, 1099511629732, 1099511629733, 1099511629734, 1099511629735, 1099511629736, 1099511629737, 1099511629738, 1099511629739, 1099511629740, 1099511629741, 1099511629742, 1099511629743, 1099511629744, 1099511629745, 1099511629746, 1099511629747, 1099511629748, 1099511629749, 1099511629750, 1099511629751, 1099511629752, 1125900301107257, 1125900301107258, 1125900301107259, 1125900301107260, 1125900301107261, 1125900301107262, 1125900301107263, 1125900301107264, 1125900301107265, 1125900301107266, 1125900301107267, 1125900301107268, 1125900301107269, 1125900301107270, 1125900301107271, 1125900301107272, 1125900301107273, 1125900301107274, 1125900301107275, 1125900301107276, 1125900301107277, 1125900301107278, 1125900301107279, 1125900301107280, 1125900301107281, 1125900301107282, 1125900301107283, 1125900301107284, 1125900301107285, 1125900301107286, 1125900301107287]",16
135.0,2991,296,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 307424, 307425, 307426, 307427, 307428, 307429, 307430, 307431, 307432, 307433, 307434, 307435, 307436, 307437, 307438, 307439, 307440, 307441, 307442, 307443, 307444, 307445, 307446, 307447, 307448, 307449, 307450, 307451, 307452, 307453, 307454, 307455, 307456, 307457, 307458, 307459, 307460, 307461, 307462, 307463, 307464, 307465, 307466, 307467, 307468, 307469, 307470, 307471, 307472, 307473, 307474, 307475, 307476, 307477, 307478, 307479, 307480, 307481, 307482, 307483, 307484, 307485, 307486, 307487, 307488, 307489, 307490, 307491, 307492, 307493, 307494, 307495, 307496, 307497, 307498, 307499, 307500, 307501, 307502, 307503, 307504, 307505, 307506, 307507, 307508, 307509, 307510, 307511, 307512, 307513, 307514, 307515, 307516, 307517, 307518, 307519, 307520, 307521, 307522, 307523, 307524, 307525, 307526, 307527, 307528, 307529, 307530, 307531, 307532, 307533, 307534, 307535, 307536, 307537, 307538, 307539, 307540, 307541, 307542, 307543, 307544, 307545, 307546, 307547, 307548, 307549, 307550, 307551, 1099511629753, 1099511629754, 1099511629755, 1099511629756, 1099511629757, 1099511629758, 1099511629759, 1099511629760, 1099511629761, 1099511629762, 1099511629763, 1099511629764, 1099511629765, 1099511629766, 1099511629767, 1099511629768, 1099511629769, 1099511629770, 1099511629771, 1099511629772, 1099511629773, 1099511629774, 1099511629775, 1099511629776, 1099511629777, 1099511629778, 1125900310544570, 1125900310544571, 1125900310544572, 1125900310544573, 1125900310544574, 1125900310544575, 1125900310544576, 1125900310544577, 1125900310544578, 1125900310544579, 1125900310544580, 1125900310544581, 1125900310544582, 1125900310544583, 1125900310544584, 1125900310544585, 1125900310544586, 1125900310544587, 1125900310544588]",16
138.0,1112,25,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 307584, 307585, 307586, 307587, 307588, 307589, 307590, 307591, 307592, 307593, 307594, 307595, 307596, 307597, 307598, 307599, 307600, 307601, 307602, 307603, 307604, 307605, 307606, 307607, 307608, 307609, 307610, 307611, 307612, 307613, 307614, 307615, 1099511629779, 1099511629780, 1099511629781, 1099511629782, 1099511629783, 1125900311593029, 1125900311593030]",16
138.0,3313,52,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 307648, 307649, 307650, 307651, 307652, 307653, 307654, 307655, 307656, 307657, 307658, 307659, 307660, 307661, 307662, 307663, 307664, 307665, 307666, 307667, 307668, 307669, 307670, 307671, 307672, 307673, 307674, 307675, 307676, 307677, 307678, 307679, 307680, 307681, 307682, 307683, 307684, 307685, 307686, 307687, 307688, 307689, 307690, 307691, 307692, 307693, 307694, 307695, 307696, 307697, 307698, 307699, 307700, 307701, 307702, 307703, 307704, 307705, 307706, 307707, 307708, 307709, 307710, 307711, 307712, 307713, 307714, 307715, 307716, 307717, 307718, 307719, 307720, 307721, 307722, 307723, 307724, 307725, 307726, 307727, 307728, 307729, 307730, 307731, 307732, 307733, 307734, 307735, 307736, 307737, 307738, 307739, 307740, 307741, 307742, 307743, 307744, 307745, 307746, 307747, 307748, 307749, 307750, 307751, 307752, 307753, 307754, 307755, 307756, 307757, 307758, 307759, 307760, 307761, 307762, 307763, 307764, 307765, 307766, 307767, 307768, 307769, 307770, 307771, 307772, 307773, 307774, 307775, 307776, 307777, 307778, 307779, 307780, 307781, 307782, 307783, 307784, 307785, 307786, 307787, 307788, 307789, 307790, 307791, 307792, 307793, 307794, 307795, 307796, 307797, 307798, 307799, 307800, 307801, 307802, 307803, 307804, 307805, 307806, 307807, 1099511629784, 1099511629785, 1099511629786, 1099511629787, 1099511629788, 1099511629789, 1099511629790, 1099511629791, 1099511629792, 1099511629793, 1099511629794, 1099511629795, 1099511629796, 1099511629797, 1099511629798, 1125900312641743, 1125900312641744, 1125900312641745]",16
138.0,908,341,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 1099511629799, 1099511629800, 1099511629801, 1099511629802, 1099511629803, 1099511629804, 1099511629805, 1099511629806, 1099511629807, 1099511629808, 1099511629809, 1099511629810, 1099511629811, 1099511629812, 1099511629813, 1099511629814, 1099511629815, 1099511629816, 1099511629817, 1099511629818, 1099511629819, 1099511629820, 1099511629821, 1099511629822, 1125900318933048, 1125900318933049, 1125900318933050, 1125900318933051, 1125900318933052, 1125900318933053, 1125900318933054, 1125900318933055, 1125900318933056, 1125900318933057, 1125900318933058, 1125900318933059, 1125900318933060, 1125900318933061, 1125900318933062, 1125900318933063, 1125900318933064, 1125900318933065, 1125900318933066, 1125900318933067, 1125900318933068, 1125900318933069]",16
141.0,1809,634,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 311296, 311297, 311298, 311299, 311300, 311301, 311302, 311303, 311304, 311305, 311306, 311307, 311308, 311309, 311310, 311311, 311312, 311313, 311314, 311315, 311316, 311317, 311318, 311319, 311320, 311321, 311322, 311323, 311324, 311325, 311326, 311327, 311328, 311329, 311330, 311331, 311332, 311333, 311334, 311335, 311336, 311337, 311338, 311339, 311340, 311341, 311342, 311343, 311344, 311345, 311346, 311347, 311348, 311349, 311350, 311351, 311352, 311353, 311354, 311355, 311356, 311357, 311358, 311359, 1099511629823, 1099511629824, 1099511629825, 1099511629826, 1099511629827, 1099511629828, 1099511629829, 1099511629830, 1099511629831, 1099511629832, 1099511629833, 1099511629834, 1099511629835, 1099511629836, 1099511629837, 1099511629838, 1099511629839, 1125900322078833, 1125900322078834, 1125900322078835, 1125900322078836, 1125900322078837, 1125900322078838, 1125900322078839, 1125900322078840, 1125900322078841, 1125900322078842, 1125900322078843, 1125900322078844, 1125900322078845, 1125900322078846, 1125900322078847, 1125900322078848, 1125900322078849, 1125900322078850, 1125900322078851, 1125900322078852, 1125900322078853, 1125900322078854, 1125900322078855, 1125900322078856, 1125900322078857, 1125900322078858, 1125900322078859, 1125900322078860, 1125900322078861, 1125900322078862, 1125900322078863, 1125900322078864, 1125900322078865, 1125900322078866, 1125900322078867, 1125900322078868, 1125900322078869, 1125900322078870, 1125900322078871]",16
141.0,3631,22,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 312928, 312929, 312930, 312931, 312932, 312933, 312934, 312935, 312936, 312937, 312938, 312939, 312940, 312941, 312942, 312943, 312944, 312945, 312946, 312947, 312948, 312949, 312950, 312951, 312952, 312953, 312954, 312955, 312956, 312957, 312958, 312959, 312960, 312961, 312962, 312963, 312964, 312965, 312966, 312967, 312968, 312969, 312970, 312971, 312972, 312973, 312974, 312975, 312976, 312977, 312978, 312979, 312980, 312981, 312982, 312983, 312984, 312985, 312986, 312987, 312988, 312989, 312990, 312991, 312992, 312993, 312994, 312995, 312996, 312997, 312998, 312999, 313000, 313001, 313002, 313003, 313004, 313005, 313006, 313007, 313008, 313009, 313010, 313011, 313012, 313013, 313014, 313015, 313016, 313017, 313018, 313019, 313020, 313021, 313022, 313023, 313024, 313025, 313026, 313027, 313028, 313029, 313030, 313031, 313032, 313033, 313034, 313035, 313036, 313037, 313038, 313039, 313040, 313041, 313042, 313043, 313044, 313045, 313046, 313047, 313048, 313049, 313050, 313051, 313052, 313053, 313054, 313055, 313056, 313057, 313058, 313059, 313060, 313061, 313062, 313063, 313064, 313065, 313066, 313067, 313068, 313069, 313070, 313071, 313072, 313073, 313074, 313075, 313076, 313077, 313078, 313079, 313080, 313081, 313082, 313083, 313084, 313085, 313086, 313087, 313088, 313089, 313090, 313091, 313092, 313093, 313094, 313095, 313096, 313097, 313098, 313099, 313100, 313101, 313102, 313103, 313104, 313105, 313106, 313107, 313108, 313109, 313110, 313111, 313112, 313113, 313114, 313115, 313116, 313117, 313118, 313119, 1099511629840, 1099511629841, 1125900324176098, 1125900324176099]",16
