cdf,prefill_time_execution_plus_preemption,replica
0.26,0.036136747717382886,2
0.27,0.03634807843514452,2
0.28,0.03655940915290614,2
0.29,0.03703891896219033,2
0.3,0.037876000893504624,2
0.31,0.03871308282481891,2
0.32,0.041017062101701654,2
0.33,0.044421214387760706,2
0.34,0.04782536667381976,2
0.35000000000000003,0.049001061831496884,2
0.36,0.04928537413782123,2
0.37,0.04956968644414559,2
0.38,0.050114043535021045,2
0.39,0.05070174142332169,2
0.4,0.05128943931162233,2
0.41000000000000003,0.05128943931162544,2
0.42,0.05128943931162855,2
0.43,0.05149325004305929,2
0.44,0.05291992516305584,2
0.45,0.05434660028305238,2
0.46,0.055870168326143964,2
0.47000000000000003,0.05763596867697309,2
0.48,0.05940176902780223,2
0.49,0.06105583619014111,2
0.5,0.06256092576782635,2
0.51,0.06406601534551158,2
0.52,0.0669152424383384,2
0.53,0.07077257266752142,2
0.54,0.07462990289670446,2
0.55,0.07573199724790314,2
0.56,0.0757319972479081,2
0.5700000000000001,0.07573199724791309,2
0.58,0.0760894570124094,2
0.59,0.07650649340432096,2
0.6,0.07692352979623251,2
0.61,0.07739160700431888,2
0.62,0.07785968421240526,2
0.63,0.07826849004790795,2
0.64,0.07832166764790856,2
0.65,0.07837484524790916,2
0.66,0.07910887249110186,2
0.67,0.08154502384227477,2
0.68,0.08398117519344767,2
0.6900000000000001,0.0882961234269916,2
0.7000000000000001,0.09511613417036369,2
0.71,0.1019361449137357,2
0.72,0.1048590066608952,2
0.73,0.1048590066608952,2
0.74,0.1048590066608952,2
0.75,0.10802169263030414,2
0.76,0.11244945298747668,2
0.77,0.11687721334464916,2
0.78,0.1175974255896115,2
0.79,0.11769971314920546,2
0.8,0.11780200070879943,2
0.81,0.11802178418920058,2
0.8200000000000001,0.11824156766960173,2
0.8300000000000001,0.11906219146319326,2
0.84,0.12348785713592746,2
0.85,0.12791352280866164,2
0.86,0.13109425761336305,2
0.87,0.13116266524798254,2
0.88,0.131231072882602,2
0.89,0.13359252672165617,2
0.9,0.13901137549995646,2
0.91,0.1444302242782568,2
0.92,0.15404923668727985,2
0.93,0.16681837181934484,2
0.9400000000000001,0.1795875069514096,2
0.9500000000000001,0.18703160114560724,2
0.96,0.19234567896465793,2
0.97,0.1976597567837085,2
0.98,0.20780974562358442,2
0.99,0.21876571963359798,2
1.0,0.2297216936436115,2
0.0,0.026945600168545525,3
0.01,0.02846633549492708,3
0.02,0.029987070821308637,3
0.03,0.03150780614769019,3
0.04,0.0325334800027656,3
0.05,0.03289907189609949,3
0.06,0.03326466378943337,3
0.07,0.03363025568276726,3
0.08,0.033723985816101844,3
0.09,0.03377240565610322,3
0.1,0.03382082549610459,3
0.11,0.033918124062200544,3
0.12,0.03413761944353297,3
0.13,0.03435711482486539,3
0.14,0.034576610206197816,3
0.15,0.03472865006591519,3
0.16,0.03485370771698655,3
0.17,0.034978765368057906,3
0.18,0.03515352240861432,3
0.19,0.03562647578608107,3
0.2,0.03609942916354782,3
0.21,0.036572382541014574,3
0.22,0.03714255770617285,3
0.23,0.03778564921209977,3
0.24,0.03842874071802669,3
0.25,0.039071832223953606,3
0.26,0.04179520934880202,3
0.27,0.04451858647365044,3
0.28,0.047241963598498846,3
0.29,0.04955307961771154,3
0.3,0.05131451416274331,3
0.31,0.053075948707775066,3
0.32,0.054837383252806834,3
0.33,0.05572833203800997,3
0.34,0.05647419986324167,3
0.35000000000000003,0.05722006768847336,3
0.36,0.05890653190058526,3
0.37,0.06294448707989762,3
0.38,0.06698244225921003,3
0.39,0.0710203974385224,3
0.4,0.07258740030753011,3
0.41000000000000003,0.07316602225241593,3
0.42,0.07374464419730177,3
0.43,0.07429838275737062,3
0.44,0.0747028210085375,3
0.45,0.0751072592597044,3
0.46,0.0755116975108713,3
0.47000000000000003,0.07612147635921751,3
0.48,0.0768852606554482,3
0.49,0.0776490449516789,3
0.5,0.0784128292479096,3
0.51,0.0814185369573744,3
0.52,0.08442424466683918,3
0.53,0.08742995237630395,3
0.54,0.08938008781846123,3
0.55,0.08992279357087513,3
0.56,0.09046549932328901,3
0.5700000000000001,0.09100820507570291,3
0.58,0.09292501009482917,3
0.59,0.09507083165840755,3
0.6,0.0972166532219859,3
0.61,0.09953318939697395,3
0.62,0.10227651210048634,3
0.63,0.10501983480399872,3
0.64,0.10776315750751111,3
0.65,0.11608288353108233,3
0.66,0.1266331708826772,3
0.67,0.13718345823427205,3
0.68,0.146315659867184,3
0.6900000000000001,0.1469393471879991,3
0.7000000000000001,0.14756303450881417,3
0.71,0.14818672182962928,3
0.72,0.14985437718562494,3
0.73,0.15230500856800602,3
0.74,0.1547556399503871,3
0.75,0.1572062713327682,3
0.76,0.1572062713327682,3
0.77,0.1572062713327682,3
0.78,0.1572062713327682,3
0.79,0.16014975863181635,3
0.8,0.16701789566292866,3
0.81,0.17388603269404085,3
0.8200000000000001,0.18075416972515307,3
0.8300000000000001,0.18216466673931678,3
0.84,0.18266555708398896,3
0.85,0.18316644742866117,3
0.86,0.1847586535843217,3
0.87,0.1890791492674532,3
0.88,0.19339964495058468,3
0.89,0.19772014063371618,3
0.9,0.19964979570508773,3
0.91,0.20062311453175538,3
0.92,0.20159643335842306,3
0.93,0.20461954105742294,3
0.9400000000000001,0.21994138199041516,3
0.9500000000000001,0.2352632229234074,3
0.96,0.25058506385639984,3
0.97,0.26167280053617786,3
0.98,0.26958495902604507,3
0.99,0.27749711751591233,3
1.0,0.2854092760057796,3
